time,seconds_elapsed,z,y,x
1789063969865317000,0.044317138671875,0.12698445792496205,0.005288754057884216,0.1921620096258819
1789063969875354000,0.05435400390625,-0.04142331275641918,0.02670095992088318,0.17769538511708377
1789063969885391000,0.06439111328125,-0.048589551123976706,0.036062077984213826,0.15265928966850043
1789063969895427800,0.074427734375,0.010980828219652175,0.052422261154651636,0.15343860347792504
1789063969905465000,0.084465087890625,0.0010018705189228057,0.03993804263472557,0.11374269903600215
1789063969915502000,0.094502197265625,0.08339081539213657,0.029489129334688186,0.05965498888716101
1789063969925539000,0.1045390625,0.08370937982201576,0.028251696494221684,0.0638188305683434
1789063969935576800,0.114576904296875,0.03680091365277767,0.07472294028997421,0.07922960405945778
1789063969945614000,0.124614013671875,0.03725917881429195,0.0732850164413452,0.08360986497029661
1789063969955651000,0.134651123046875,-0.1636380720615387,0.17831366314589978,0.06856500218212604
1789063969965688000,0.14468798828125,-0.163050043040514,0.17670505890548227,0.07309577747955918
1789063969975725000,0.15472509765625,-0.11622867063283919,0.13343290341198444,0.10365940417796372
1789063969985762000,0.164761962890625,0.1878887162208557,0.030668109986186024,0.27975378383919597
1789063969995799000,0.174799072265625,-0.27276129460334775,0.07614742013514042,-0.032898060995340345
1789063970005836000,0.1848359375,-0.48535482849180694,0.1253477966338396,-0.3583139642044902
1789063970015873000,0.194873046875,-0.48616263774335383,0.12558043634593485,-0.3549200839824974
1789063970025910000,0.204909912109375,-0.7011866136491298,-0.04246551528573036,-0.4821538404934108
1789063970035947000,0.214947021484375,-0.10556640684306622,-0.1345762282282114,-0.3747320150420069
1789063970045984000,0.22498388671875,-0.4320534464150667,0.10250468118488788,-0.35059345295503735
1789063970056021000,0.23502099609375,0.00046001872718334194,0.10583002621531486,-0.31637247279286385
1789063970066058000,0.24505810546875,-0.003173369339108467,0.10899228963851929,-0.3114097358189523
1789063970076096000,0.255095947265625,0.13321020057201385,0.05804945338666439,-0.18670988169983027
1789063970086133000,0.265133056640625,0.18573358401358125,0.26983342445790764,0.03489931781515479
1789063970096170000,0.275169921875,0.24261224005520343,0.3327770796269178,0.13944880270063875
1789063970106207200,0.285207275390625,0.24284137263596056,0.33189152896404267,0.14259236142337323
1789063970116244000,0.295243896484375,0.2928828761339187,0.25628654514253135,0.18349808004647492
1789063970126281000,0.305281005859375,0.38302959552705285,0.11302373711168766,0.10466828895956277
1789063970136318000,0.31531787109375,0.0013245266020298003,-0.017122399714589117,-0.048518385583907364
1789063970146355000,0.32535498046875,0.00404722956418991,-0.0206131644397974,-0.04658405652046203
1789063970156392200,0.33539208984375,-0.19679975242912767,-0.086827219581604,-0.03148921711072326
1789063970166429000,0.345428955078125,-0.2741243996500969,-0.18505144696831702,0.01796937193274498
1789063970176466000,0.3554658203125,-0.406336236834526,-0.21308979297280312,0.08588044025078416
1789063970186503000,0.3655029296875,-0.38160394663810726,-0.14352642740309238,0.16522504899203777
1789063970196540200,0.3755400390625,-0.06907119813859462,-0.16670038224160671,0.14686565482839942
1789063970206577200,0.3855771484375,-0.07181903554201126,-0.16406769565045834,0.14948577419891954
1789063970216615000,0.395614990234375,0.23762626833617687,-0.02761807476580143,-0.03235898568257689
1789063970226652200,0.405652099609375,0.09372048622667789,0.1292126553684473,-0.14402560909688472
1789063970236689200,0.415689208984375,0.032090251743793485,0.24487375524640081,-0.16423267695382238
1789063970246726100,0.42572607421875,0.02602291452884674,0.2295674650430679,0.22483049964904783
1789063970256763000,0.435762939453125,0.026059154886007307,0.22944413092434404,0.22525398575812577
1789063970266799900,0.4457998046875,-0.20108838953375816,0.28916064074039455,0.6886921659961343
1789063970276837000,0.455837158203125,0.6428010601758957,-0.18885493090450764,0.7736806989084929
1789063970286874000,0.4658740234375,0.6448866342782974,-0.19266192197203635,0.7811366409376264
1789063970296911000,0.4759111328125,-0.2997907558262348,0.26744623706042764,-0.6521314908400178
1789063970306947800,0.48594775390625,-0.2977922754853964,0.265588041973114,-0.654361076522991
1789063970316985000,0.495985107421875,-1.4052864843964576,0.2357417697638273,-0.2766445657774806
1789063970327022000,0.50602197265625,0.0977981109291315,-0.1786865881115198,0.46449061190038915
1789063970337059000,0.51605908203125,-0.6378396383762359,-0.10095043748021125,0.6122546768732369
1789063970347096800,0.526096923828125,-0.5513397510528564,0.3142307845890522,0.21193645821921525
1789063970357134000,0.536134033203125,-0.5534124656736851,0.3158551709204912,0.21587131345011293
1789063970367171000,0.546171142578125,-0.48002691146731374,-0.013469722425937651,0.291959696874395
1789063970377208000,0.5562080078125,0.2804629550218582,0.01998304984271526,0.3499951217357069
1789063970387245000,0.5662451171875,0.11054594882130622,0.4249205257952213,-0.2250456767696887
1789063970397282000,0.576281982421875,-0.1742985822856426,0.6352940455466508,0.35808936166837807
1789063970407319000,0.586319091796875,-0.17551789494752884,0.6353805547863245,0.365059931333363
1789063970417356000,0.59635595703125,-0.5640191998839378,0.16138006400167942,0.8639201380863786
1789063970427393000,0.60639306640625,0.09328618646264075,0.2979039191663265,0.41535942818038163
1789063970437430000,0.616429931640625,-0.7943781075656413,0.34283144065141674,-0.07205218671076
1789063970447467000,0.626467041015625,-0.32784780653119083,0.5940852523237466,-0.933054026197642
1789063970457504000,0.63650390625,-0.32569092075824735,0.5927601411998271,-0.9391058735825121
1789063970467541000,0.646541015625,0.09251695565581321,-0.0255932909399271,-1.2555582797437905
1789063970477578000,0.656577880859375,0.09307575858235359,-0.02658756267428398,-1.2536490851216018
1789063970487616000,0.666615966796875,-1.257583063569665,0.3929793271332979,-1.4510001878231762
1789063970497653000,0.676653076171875,-1.6105337471753358,0.7674678888082503,-1.703082559274137
1789063970507690000,0.68668994140625,-1.6718822421073913,0.8332166645258665,-1.9082776534743606
1789063970517727200,0.696727294921875,-0.9703706342875957,0.8542804953426122,-2.040052122154832
1789063970527764000,0.706763916015625,0.21674714643657206,0.5963549508213997,-1.947521137973666
1789063970537801000,0.716801025390625,0.21128362033367157,0.6049404083371162,-1.9595226875431835
1789063970547838000,0.726837890625,0.21244331176280973,1.1732201882749795,-1.7527623898528515
1789063970557875000,0.736875,-0.0350654681622982,1.2866197729617357,-1.0086134173117578
1789063970567912200,0.746912109375,0.196799167907238,1.298105628094077,-0.2522194418340921
1789063970577949000,0.756948974609375,0.6715361562728881,1.0855337215155363,0.5585032129414379
1789063970587986000,0.76698583984375,0.08788812681138515,0.9136451229810714,1.2114879596099257
1789063970598023000,0.77702294921875,-0.7785591916650533,0.8677110548019409,1.26047381657511
1789063970608060200,0.78706005859375,-1.2433265746802091,0.46964112653136253,0.8263508704096079
1789063970618097200,0.79709716796875,-0.7466296834409236,0.06299509309530257,0.13193433541730046
1789063970628135000,0.807135009765625,-0.673664400473237,-0.20525953773856162,0.029508564687520264
1789063970638172400,0.81717236328125,-1.19196288266778,-0.24528292056918144,0.4119616755008697
1789063970648209400,0.82720947265625,-1.1939239536076784,-0.24044892454147337,0.3998557887740433
1789063970658246400,0.837246337890625,-1.4301584753245113,0.09004735067188739,1.0916511814825236
1789063970668283400,0.847283447265625,-0.6892378171801566,0.004499649506807327,1.0227662996962665
1789063970678320400,0.8573203125,-0.5986871931612491,0.3943172977387905,0.5843681604295968
1789063970688357400,0.867357421875,-1.0215250674635172,0.8766437183201312,0.1495065247260034
1789063970698394400,0.877394287109375,-0.3999117567449808,0.9416080656617879,-0.025267127725481984
1789063970708431400,0.887431396484375,0.4581102632135153,0.8836533048212528,-0.010433131209015846
1789063970718468400,0.89746826171875,0.7979618112713098,0.9884557415544987,0.14991130613461137
