version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 15,1790006672530,2026-09-21_16-04-32,Europe/Amsterdam,ios,1.65,dfb1a709-271a-4e73-8488-cfe86fafb8e1,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true,27.0
